epoch,cosine_dissim_mean,cosine_dissim_sd,cosine_dissim_se,term,inj_ratio,corpus
2010-2014,0.6706850763265306,0.09954799940640183,0.0028442285544686237,mental_health,60,synthetic_breadth
2010-2014,0.6228472909387757,0.10855312678065007,0.0031015179080185738,mental_illness,60,synthetic_breadth
2010-2014,0.7148064017959184,0.13657098972402926,0.003902028277829408,abuse,60,synthetic_breadth
2015-2019,0.6322724661224489,0.12666823532481547,0.00361909243785187,trauma,60,synthetic_breadth
2015-2019,0.6527881690612244,0.10644128307185194,0.003041179516338627,anxiety,60,synthetic_breadth
2015-2019,0.6705125952653062,0.11238587814085084,0.0032110250897385956,depression,60,synthetic_breadth
2015-2019,0.678618716489796,0.10132366737919804,0.0028949619251199443,mental_health,60,synthetic_breadth
2015-2019,0.6410341764081633,0.10623373232503106,0.003035249495000887,mental_illness,60,synthetic_breadth
2015-2019,0.6776390782857142,0.135634567721942,0.0038752733634840565,abuse,60,synthetic_breadth
1970-1974,0.6351378869387755,0.1307672875019873,0.003736208214342494,trauma,80,synthetic_breadth
1970-1974,0.6175320569795919,0.11525338783200974,0.0032929539380574203,anxiety,80,synthetic_breadth
1970-1974,0.6272933730612247,0.11760401770091314,0.003360114791454661,depression,80,synthetic_breadth
1970-1974,0.644586783265306,0.10911546562133509,0.003117584732038146,mental_health,80,synthetic_breadth
1970-1974,0.5824816768979593,0.1087852584936789,0.00310815024267654,mental_illness,80,synthetic_breadth
1970-1974,0.7811881963768116,0.12291704134472314,0.00739873644053163,abuse,80,synthetic_breadth
1975-1979,0.6327068296326531,0.12491458271283473,0.0035689880775095625,trauma,80,synthetic_breadth
1975-1979,0.6220524693061226,0.11224514859949386,0.0032070042456998253,anxiety,80,synthetic_breadth
1975-1979,0.636327718122449,0.11442013687680737,0.0032691467679087814,depression,80,synthetic_breadth
1975-1979,0.6535071715918368,0.1052932368537886,0.0030083781958225313,mental_health,80,synthetic_breadth
1975-1979,0.5872421844081633,0.10676796726661475,0.003050513350474707,mental_illness,80,synthetic_breadth
1975-1979,0.6933700640816326,0.13056561148860485,0.003730446042531567,abuse,80,synthetic_breadth
1980-1984,0.6427851279183673,0.12238372726985507,0.0034966779219958596,trauma,80,synthetic_breadth
1980-1984,0.6319224499591838,0.11541276499039263,0.0032975075711540757,anxiety,80,synthetic_breadth
1980-1984,0.6388666553469388,0.11021878570756191,0.0031491081630731985,depression,80,synthetic_breadth
1980-1984,0.6623629513469388,0.10873975633111954,0.0031068501808891305,mental_health,80,synthetic_breadth
1980-1984,0.5922579315102041,0.10923112975664417,0.003120889421618405,mental_illness,80,synthetic_breadth
1980-1984,0.7470174664489796,0.1323893456779777,0.003782552733656506,abuse,80,synthetic_breadth
1985-1989,0.6456491100408163,0.11885947303357139,0.003395984943816325,trauma,80,synthetic_breadth
1985-1989,0.6468537841632653,0.11068802185995011,0.0031625149102842893,anxiety,80,synthetic_breadth
1985-1989,0.661315622122449,0.11569726368569441,0.0033056361053055553,depression,80,synthetic_breadth
1985-1989,0.6703492721632652,0.10645097417920417,0.0030414564051201194,mental_health,80,synthetic_breadth
1985-1989,0.619340236734694,0.10571414362796887,0.003020404103656253,mental_illness,80,synthetic_breadth
1985-1989,0.6709149348571428,0.1506226776523241,0.004303505075780688,abuse,80,synthetic_breadth
1990-1994,0.6412159791020408,0.12180369514769467,0.0034801055756484194,trauma,80,synthetic_breadth
1990-1994,0.6415796749387754,0.10896076029653938,0.0031131645799011252,anxiety,80,synthetic_breadth
1990-1994,0.6612245657959184,0.10704789982011749,0.0030585114234319274,depression,80,synthetic_breadth
1990-1994,0.6630409005714285,0.10778211863633025,0.00307948910389515,mental_health,80,synthetic_breadth
1990-1994,0.62103036,0.10794860904333918,0.003084245972666834,mental_illness,80,synthetic_breadth
1990-1994,0.6757521610612246,0.1632397454423851,0.004663992726925288,abuse,80,synthetic_breadth
1995-1999,0.6292821601632653,0.11753575327780637,0.0033581643793658958,trauma,80,synthetic_breadth
1995-1999,0.6446499336326531,0.10760504712023836,0.0030744299177210953,anxiety,80,synthetic_breadth
1995-1999,0.6602068111836734,0.10888252834487122,0.0031109293812820347,depression,80,synthetic_breadth
1995-1999,0.6749494615510204,0.10839021177042363,0.003096863193440675,mental_health,80,synthetic_breadth
1995-1999,0.6361638094693879,0.1059294816498518,0.0030265566185671946,mental_illness,80,synthetic_breadth
1995-1999,0.6436629951020408,0.15145185215275273,0.004327195775792935,abuse,80,synthetic_breadth
2000-2004,0.6436448217142856,0.11989038738229638,0.003425439639494182,trauma,80,synthetic_breadth
2000-2004,0.6465888455510205,0.11258344766643476,0.0032166699333267073,anxiety,80,synthetic_breadth
2000-2004,0.6728208863673469,0.10898051368415258,0.00311372896240436,depression,80,synthetic_breadth
2000-2004,0.6692798566530612,0.10707085532394618,0.0030591672949698907,mental_health,80,synthetic_breadth
2000-2004,0.6299376949387755,0.10855537284794355,0.003101582081369815,mental_illness,80,synthetic_breadth
2000-2004,0.6795912063673468,0.148206216734718,0.004234463335277657,abuse,80,synthetic_breadth
2005-2009,0.6425657609795918,0.11755538846124265,0.003358725384606932,trauma,80,synthetic_breadth
2005-2009,0.6622033968163266,0.11084830294695139,0.003167094369912897,anxiety,80,synthetic_breadth
2005-2009,0.6697044534693878,0.10884515533125398,0.0031098615808929702,depression,80,synthetic_breadth
2005-2009,0.6754830534693878,0.10985790443134529,0.0031387972694670086,mental_health,80,synthetic_breadth
2005-2009,0.6396101732244899,0.10732612801675852,0.0030664608004788143,mental_illness,80,synthetic_breadth
2005-2009,0.6896127148571429,0.14370368698517308,0.004105819628147803,abuse,80,synthetic_breadth
2010-2014,0.6504341436734693,0.12003004019626107,0.0034294297198931727,trauma,80,synthetic_breadth
2010-2014,0.6526990498775511,0.1092161777781234,0.0031204622222320965,anxiety,80,synthetic_breadth
2010-2014,0.6816763390204081,0.10704870457214097,0.0030585344163468853,depression,80,synthetic_breadth
2010-2014,0.6695487798367348,0.10234385443754816,0.0029241101267870905,mental_health,80,synthetic_breadth
2010-2014,0.6259111259591836,0.10848696420783951,0.003099627548795415,mental_illness,80,synthetic_breadth
2010-2014,0.7157314025306123,0.13427623742115644,0.0038364639263187552,abuse,80,synthetic_breadth
2015-2019,0.637713314367347,0.12370555971672222,0.0035344445633349202,trauma,80,synthetic_breadth
2015-2019,0.6579721224489795,0.10893362710566135,0.003112389345876039,anxiety,80,synthetic_breadth
2015-2019,0.6804977339591838,0.11245425525610855,0.003212978721603102,depression,80,synthetic_breadth
2015-2019,0.6746033059591836,0.10302292372397777,0.0029435121063993647,mental_health,80,synthetic_breadth
2015-2019,0.6424498468571428,0.10605113860420982,0.0030300325315488525,mental_illness,80,synthetic_breadth
2015-2019,0.688667314122449,0.13757534800124338,0.003930724228606954,abuse,80,synthetic_breadth
