sentence,year,sentiment,epoch
"This paper should be of interest to professionals in community mental_health and retardation services, as well as to community organization and administrative specialists.",1978,0.6183749999999999,1975
A case study in which the training needs of board members of the eleven community mental_health agencies in a rural New England state were examined by a questionnaire requesting ratings of the importance and priority of 11 possible topics is presented.,1978,0.6405384615384615,1975
"Routinely collected computerized data were used to study the process of service delivery in terms of admission patterns, type and quantity of services rendered, and status at termination for whites and nonwhites in two community mental_health centers.",1978,0.57725,1975
The influence of three types of evaluation information was studied in simulated decisionmaking situations within a community mental_health center setting.,1978,0.657625,1975
The elderly are not receiving mental_health services in proportion to their representation in the population or in proportion to their estimated need for such services.,1978,0.6004999999999999,1975
"I have taken the capacity to experience'the loss of the object with the presence of appropriate levels of depressive affect as being commensurate with mental_health and the achievement of adequate mastery of the developmental tasks, and have used the notion of mourning to illustrate my theoretical view.",1978,0.6133157894736843,1975
Ss were administered both a questionnaire designed to evaluate their physical and mental_health status and the AVA.,1978,0.6402,1975
One of the important group process phenomena present in group mental_health consultation is the construction of metaphors by group members.,1978,0.6477777777777778,1975
"Graduates tended to be employed by nontraditional (i.e., other than mental_health) human service agencies.",1978,0.64825,1975
A broader role for this medium in community mental_health is proposed.,1978,0.6203333333333334,1975
The mental_health professional is increasingly being called upon by the courts to assist them in evaluating and intervening in families involved in disputes over custody or visitation of children.,1978,0.6444285714285715,1975
The implications of these findings for mental_health professionals who work with chronically ill children and their families are reviewed.,1978,0.5496666666666666,1975
This article looks at Christian professionals in mental_health in the context of the inner city.,1978,0.63075,1975
Christians of minority status in mental_health biculturality is important and essential to bridge existing barriers between mental_health clinics and the target minority clientele.,1978,0.6224444444444445,1975
"These experiences are fostered by several ecological, socioeconomic, and sociological factors which need to be understood for effective mental_health intervention to occur.",1978,0.665125,1975
"Effective mental_health intervention in urban centers requires: (a) understanding of these factors which have a common disruptive thread centering on unpredictability and perceived lack of control; (b) extensive identification with the community from which the clients are drawn; (c) multidimensional therapy, including explicit relating of the gospel in nonmanipulative ways; and (d) a ministry rather than professional orientation.",1978,0.6278095238095238,1975
"Factors hindering evangelical mental_health professionals from such urban ministry include suspicion toward psychology on the part of those with needs, antiurban bias and prejudice toward the poor and minorities on the part of Christian psychologists, lack of adequate presentation of the need on the part of Christian psychologists, lack of adequate presentation of the need and crosscultural training programs, lack of understanding with regard to ecological and social system relationships to mental_health, and a professional success/comfort orientation.",1978,0.5777,1975
"This paper describes consultation as an influence process and, in particular, describes the two forms of social powerexpert and referent powerwhich allow school psychologists or any mental_health professional to influence the consultees with whom they work.",1978,0.6530833333333335,1975
"Employed the Personal Health Survey (PHS) to study patterns of symptomology related to physical and mental_health in a population of 730 Ss, which consisted of five subgroups: felons, hospitalized alcoholics, unmarried mothers, college students and institutionalized schizophrenics.",1978,0.6608,1975
"This study makes a start toward clarifying these methodological issues by analyzing the results of applying different methods of scale construction that utilized 146,000 item responses made by 730 Ss on the Personal Health Survey, a 200-item inventory designed to measure organ system functioning that contributes to physical and mental_health.",1978,0.6460000000000001,1975
Congruency of client-therapist sex-linked mental_health standards also are examined and the implications for the therapeutic process discussed.,1978,0.5675,1975
The results suggest that it may be important for educators and mental_health professionals to promote an internal locus of control orientation as a preventive and remedial approach to adjustment problems.,1978,0.6377499999999999,1975
"Half of the Ss were told that the HIT was a measure of mental_health and half that it was experimental in nature, which produced two instructional sets.",1978,0.5512222222222223,1975
Young adults who were attending a college student mental_health center and who obtained MMPI profiles with clinical scales within normal limits with and without elevated K were compared to all other patients at the center on 175 descriptors obtained from intake interviews.,1978,0.5916,1975
A survey was used to compare the attitudes of twelve Phoenix area mental_health agencies regarding community control and participation in social action.,1978,0.6313636363636363,1975
The program was designed and structured for this specific clinical population to meet the individual's mental_health needs in most areas of lifefunctioning.,1978,0.6144285714285714,1975
"Alternatively, liberal reformers seek to ameliorate the ills of the mental_health system through existing political channels, enlightened administrators, and an informed public.",1978,0.6457777777777777,1975
"Likewise, they have failed to grasp the system of chaos which characterizes mental_health policy in the U. S. Mental health care is increasingly falling under professional medical control, State-sponsored rationalization and efficiency planning, and private-profit concerns such as insurance companies and nursing homes.",1978,0.6109411764705883,1975
The community mental_health ideologies of groups composed of profession and nonprofessional mental_health service providers were measured by use of the Baker-Schulberg Community Mental Health Ideology (CMHI) Scale.,1978,0.6214545454545456,1975
"The study was designed to: compare current CMHI scores with the original criterion scores of mental_health workers, compare CMHI scores of mental_health workers from different disciplines who work in the same community mental_health setting, and measure CMHI scores for previously nonreported workers, ministers, and board and care operators.",1978,0.6205555555555555,1975
"Contrary to previously reported findings, psychiatrists scored as high as other mental_health professionals in the system, and no significant difference was found between disciplines within the professional group.",1978,0.6045454545454546,1975
"Our findings suggest that the CMHI Scale differentiates, not only between disciplines of mental_health workers who work in the same setting, but also between groups of human services providers in the community.",1978,0.6237999999999999,1975
True community control is seen to be in danger of being compromised and co-opted by the mental_health establishment.,1978,0.6416666666666667,1975
This study examined social indicators of the Mental Health Demographic Profile System as predictors of both mental_health needs and utilization of mental_health services in a black community served by a metropolitan CMHC.,1978,0.6346,1975
"While agreeing in part with Nassi's (1978) radical position on the failure of community control to be meaningfully implemented by the mental_health establishment, a complementary analysis is proposed as being more complete by virtue of integrating a variety of societal and individual perspectives.",1978,0.6704666666666667,1975
"There are increasing numbers of mental_health professionals with devout religious commitments and involvement in religiously oriented mental_health activities; while clergy have developed new organizational structures to reflect many diverse mental_health interests, including pastoral counseling, community mental_health chaplains, hospital chaplains, and expanded parish ministries.",1978,0.6592666666666668,1975
"period, 86 clients who terminated treatment at a large mental_health center were asked to evaluate the service that they had received from their therapists.",1978,0.6284285714285714,1975
Change events in the lives of 71 subjects being admitted to the adult inpatient unit of a large mental_health center were measured by the Recent Life Changes Questionnaire.,1978,0.6506,1975
"A factor analysis was conducted on the functions that master's level clinical psychologists perform, and on their employers' preferred training models as reported on questionnaires returned from 400 mental_health agencies west of the Mississippi River.",1978,0.6164000000000001,1975
"The results supported the belief that master's level clinical psychologists are performing traditional clinical functions such as psychotherapy, psychological testing, and research, as well as functions associated with the more recent community mental_health model.",1978,0.6,1975
One aspect of professional socialization unique to mental_health workers is training therapy.,1978,0.6468333333333333,1975
"It is shown empirically in one large city that only one (psychoanalysis) of the four primary mental_health professions (also including psychiatry, clinical psychology, and psychiatric social work) usually provides this kind of socialization.",1978,0.5752666666666666,1975
This tendency can be interpreted as showing that the practice of psychoanalysis is the core set of symbolic tasks in psychotherapy and any sharing of it has symbolic value for the other mental_health professions.,1978,0.6365714285714285,1975
"If this interpretation is correct, then one would expect to find in further research that professionals in the other three mental_health professions, who have undergone training therapy from a psychoanalyst, would have higher status, more rapid job advancement, and be core leaders in their own professions.",1978,0.6443636363636364,1975
The ability of the Counseling Readiness Scales to predict the number of sessions spent in short-term counseling or brief psychotherapy within a university mental_health service was confirmed.,1978,0.5973571428571429,1975
"The relative predictive strengths of eight weather factors were examined using as separate dependent variables monthly figures for community mental_health intake, welfare caseload, calls to a telephone hotline, medical patient caseload, felony arrests, juvenile complaints, drunk-driving arrests, and mortality rates in two non-urban areas of Ohio.",1978,0.5441578947368421,1975
This experiment requested 15 graduate students in counseling and 15 in clinical psychology to evaluate the mental_health of strangers using statements of attitude and behavior purported to refer to fictitious strangers.,1978,0.5689000000000001,1975
This study assessed sex differences in psychological and social problems and symptoms among 58 male and 84 female clients newly admitted to a large community mental_health center.,1978,0.6537999999999999,1975
The Odd Couple is a narrative presentation of the successful joint programming efforts of a public school system and community centers for mental_health in providing comprehensive educational services to emotionally disturbed students.,1978,0.6540666666666666,1975
A low percent rise time coupled with a high average inflow angle were typical of youth and mental_health.,1978,0.6127,1975
"It was in Pointe St-Charles that was born the first community pharmacy, holding to the objectives of collective responsability for physical and mental_health promoted by the health clinic of the same area.",1978,0.6598000000000002,1975
"The Pointe St-Charles Community Clinic is a popular, user-run clinic, where psychiatric treatment is integrated into the services of the medical-social teams, and where, more globally, an attitude of a collective responsability for mental_health is beginning to develop as a result of the active involvement, on the part of both clinic workers and users, in the social change process and the optimal use of the natural community ressource network.",1978,0.6561818181818181,1975
"The author sets forth some reflections on the present state of mental_health services in the Montreal Region, concerning himself primarily with the problems encountered in the application of the theoretical model underlying the existing services, that being community psychiatry.",1978,0.6083636363636363,1975
"Methodological issues, sex differences in the importance of sex-typing of self-concept, teacher sex differences, and implications for mental_health are discussed.",1978,0.641,1975
They come to mental_health clinics for diagnoses but not treatment; evidence that contradicts their view is ignored out of a need to protect their own precarious psychological balance.,1978,0.5686666666666667,1975
The half-million adults annually who become stepparents in this country have relatively little guidance available to them from mental_health professionals or from the public.,1978,0.6637142857142857,1975
The prevailing model for mental_health services is found to be inappropriate with respect to many of the needs of rural communities.,1978,0.6474285714285715,1975
"Special problems of rural areas are identified, and suggestions are offered for revision of mental_health concepts and practice that might result in a better fit between professional ideology and rural reality.",1978,0.6599090909090909,1975
The protracted process involved in family disruption provides the opportunity for different types of mental_health intervention.,1978,0.6061428571428571,1975
"This investigation was concerned with the differences between personal and telephone interviews in the reporting of moods and symptoms indicative of mental_health status, and of social desirability.",1978,0.5868,1975
"Using indices derived from the Lubin Depression Adjective Checklist, the Langner Scale, and the Crowne-Marlowe need for social approval scale, the findings show that personal interviews (n = 961) elicited greater reporting of mental_health symptoms and less reporting of need for approval than telephone interviews (n = 206).",1978,0.5635333333333333,1975
We present and analyze a case example--a woman manager and her staff within a mental_health center--that illustrates some basic problems arising from such social change.,1978,0.6447,1975
"Demographic and treatment variables were, for a second time, found associated with number of treatment interviews completed by lower socioeconomic patients of a barrio area neighborhood mental_health service.",1979,0.5689166666666667,1975
Evaluating consumer perceptions is a recent development in community mental_health.,1979,0.669,1975
"The authors surveyed the 504 federally funded community mental_health centers to discover the extent to which they assessed consumer satisfaction, the methods used to collect data, and the utility of the results.",1979,0.636,1975
"The authors conclude that community mental_health centers are evaluating consumer satisfaction more frequently than in the recent past, but this movement has not yet developed clear, standardized methods.",1979,0.6527000000000001,1975
Measures of positive and negative events were derived from a life-event inventory to test the predictions of an equilibrium model and a positive mental_health model of psychological well-being.,1979,0.5954444444444443,1975
An analysis of census tract scores on life events revealed that the relative absence of positive events in census tracts was associated with higher service utilization rates to the community mental_health center serving those tracts.,1979,0.6187142857142858,1975
"The issue goes beyond academic debate, with important implications for case-finding and program development in community mental_health.",1979,0.6385714285714286,1975
Paradoxical findings in some studies which show a positive perception of mental_health services by Mexican Americans are seen to further underscore the need for more research on the Mexican American's position.,1979,0.6016250000000001,1975
"The psychiatric treatment of adolescents is analyzed as having, on the one hand, staff and client subsystems interacting continuously and, on the other hand, cross-boundary transactions between the treatment program and two other systems, the neighborhood and the community mental_health system of which the program is a part.",1979,0.5671111111111111,1975
"The project's aim is (a) to provide early identification of preschool age children experiencing mental_health problems, and (b) to reverse the diagnosed deficiencies, particularly among high risk children.",1979,0.644,1975
School mental_health professionals judged educational and behavioral changes in project children during the year.,1979,0.6467142857142857,1975
This report describes the effort of a mental_health consultation team to meet the needs of a large population of children under acute stress.,1979,0.6184999999999999,1975
"It is the hope that with such practical guidelines, other mental_health professionals will be willing to attempt such consultations and will be able to structure them in such a way that they can be carried out efficiently and effectively, benefiting not only the courts, but the children and their families as well.",1979,0.6464444444444444,1975
A retrospective outcome study in one mental_health center shows a large proportion of adjustment reactions.,1979,0.61025,1975
"Two studies of levels of client functioning at a community mental_health center (CMHC), in which an outcome measure, the Global Assessment Scale (GAS), did not perform as expected, drew attention to the need for better control of outcome measure reliabilities.",1979,0.6034117647058823,1975
"In a large metropolitan county's mental_health system program evaluators involved consumer representatives, advisory board, and administrators in a client feedback study.",1979,0.5780909090909091,1975
"Pressure to implement CMHC program requirements that are not ordinarily considered revenue-producing in nature, for example, consultation and education services and quality assurance activities, may further create anxiety for mental_health program directors, especially during periods when they are ostensibly confronted with the need to maximize CMHC revenues.",1979,0.6356250000000001,1975
The figures reported from three North Carolina mental_health centers may offer some indication of what other mental_health centers might expect to spend in developing a quality assurance program.,1979,0.6425384615384615,1975
Evaluation of an interdisciplinary mental_health education program illustrates these issues.,1979,0.6663333333333333,1975
Service delivery by a mental_health clinic to clients from an older suburban catchment area containing both lower and middle class blacks and whites was studied.,1979,0.5569999999999999,1975
This study provides a model for comparing the cost-effectiveness of two mental_health programs.,1979,0.5933333333333334,1975
A primary objective of this paper is to give more con ceptual substance to the legitimacy of an African cultural referent in the field of mental_health.,1979,0.6323333333333333,1975
"College students completed a questionnaire dealing with the certification requirements necessary before persons identifying themselves with various professional titles (e.g., psychiatrist, psychologist) can open private mental_health practices.",1979,0.6454615384615384,1975
"In addition, a majority of subjects erroneously indicated that private mental_health practitioners must submit themselves for frequent reviews of their psychotherapeutic skills.",1979,0.5906666666666667,1975
"Communitybased mental_health training programs are characterized by their location within the neighborhood to be served and by the involvement of community members in program planning, implementation, and evaluation.",1979,0.6545555555555556,1975
"This article describes one such effort: a mental_health paraprofessional training program held onsite at The Woodlawn Organization, in Chicago, Illinois.",1979,0.6531666666666667,1975
"Students were trained, not just to deliver direct services, but to develop and implement mental_health programs that would respond to the priorities set by the citizens of Woodlawn.",1979,0.6531250000000001,1975
"It was hypothesized that outpatient psychotherapy in a mental_health center would result in an improvement rate of 65 or more, a spontaneous remission rate of 36 or less, and a difference of at least 29 from gain in improvement due to therapy.",1979,0.5702499999999999,1975
Recommendations for action by mental_health professionals are offered.,1979,0.671,1975
"This paper contains a description of a mental_health consultation process, Collaborative Consultation, by which professionals and nonprofessionals or paraprofessional community consumers (of psychological services) together can develop prevention services designed for eventual implementation by qualified consumers.",1979,0.6637857142857142,1975
"The purposes of this paper are: (a) to describe the collaborative consultation process, both conceptually and through illustrative examples, (b) to demonstrate that collaborative consultation adheres to mental_health consultation conventions, while combining features of consultation with those of collaboration, (c) to provide some guidelines on learning phases for professionals, and (d) to suggest approaches for extending and evaluating the collaborative consultation process.",1979,0.6572941176470588,1975
Urban and rural school mental_health personnel's attitudes towards potential community mental_health services were assessed by a 20item questionnaire tapping both traditional clinical and communityoriented activities.,1979,0.6191111111111111,1975
This is a personal account by a second-generation Japanese American of the special problems faced by certain minority groups and their effects on the mental_health of individuals and families in these groups.,1979,0.6108333333333333,1975
This paper describes the process of attempting to teach the principles and effective utilization of family therapy to the indigenous staff of two mental_health institutions.,1979,0.6542727272727273,1975
Results showed that high and low self-actualizers alike have religious experiences and that such experiences cannot inherently be viewed as either symptoms of pathology or evidence of positive mental_health.,1979,0.6478333333333334,1975
"To further understanding regarding how content of change, degree of change, and initial level of functioning influence consultants' evaluation of consulation outcome, 14 mental_health consultants completed a questionnaire.",1979,0.6495833333333333,1975
"Pre/post teacher measures of children's problems and competencies, aide measures of problem behavior, and school mental_health professionals' change in behavior estimates were used to evaluate the program's effectiveness.",1979,0.5999166666666668,1975
The recent upsurge in megavitamin therapy raises questions about the role of vitamin deficiencies and dependencies in mental_health.,1979,0.61525,1975
"It was found that results in all three studies are comparable; 87.6 of those mental_health centers, state hospitals and other mental_health organizations surveyed reported that they employ Master's-level psychologists.",1979,0.6041428571428572,1975
Personnel viewed the hospital in positive mental_health terms and considered the patients to be significantly less so.,1979,0.5726666666666668,1975
Performed a principal components analysis on the intercorrelations among the nine same-named scales of the Symptom Check List-90R (SCL-90R) and the Symptom Check List-90 Analogue (Analogue) for 118 female and 62 male outpatients admitted to a community mental_health center.,1979,0.5714615384615385,1975
"Presented interpretive correlates for 95 college students who were seeking mental_health services and who generated the following infrequently occurring MMPI code types: Spike 2, 2-0/0-2, 2-4/4-2, 2-6/6-2, 3-4/4-3, 3-9/9-3, 4-7/7-4, 6-7/7-6, 7-9/9-7, and Spike O. Descriptors were derived from intake interview and mental status information collected without knowledge of the MMPI profile.",1979,0.5698571428571428,1975
"Those items that discriminated between each profile type and the remainder of the student mental_health population (Chi Square, alpha = .05, .01) are presented as tentative interpretive descriptors that may be helpful in generating hypotheses for use with college student psychiatric outpatients.",1979,0.5811764705882352,1975
"Liberal attitudes toward women were associated with positive help-seeking attitudes in men and women, contrary to predictions based on prior research and on feminist criticisms of the mental_health profession.",1979,0.6053333333333334,1975
The recent decision by the American Psychiatric Association to revise its Diagnostic and Statistical Manual of Mental Disorders provides an opportunity for psychologists and other interested professionals to examine assumptions that underlie classification systems used in mental_health settings.,1979,0.5615,1975
A cost-efficient information system that allows for the continual monitoring of the verbal reports of mental_health outpatient behavior was designed and implemented.,1979,0.5712857142857143,1975
A questionnaire devised to measure preferences for training of bachelor's level psychologists was mailed to 302 community mental_health center (CHMC) directors in the southeastern United States; 117 or 39 completed and returned questionnaires.,1979,0.6549999999999999,1975
"An Accountability Questionnaire was administered to administrators, service providers, and board members of 50 community mental_health centers.",1979,0.6332000000000001,1975
The Accountability Scale is a potential tool for community mental_health agencies in assessing intraorganizational attitudes concerning accountability and has implications for administrative planning and evaluation.,1979,0.6493333333333333,1975
"Consistent with previous literature, the results of a detailed survey mailed to clergy and physicians from a community known for its longstanding, excellent mental_health system indicated extensive treatment and referral of mental_health problems by clergy and physicians.",1979,0.6605384615384615,1975
"Clergy and physicians, though, displayed very limited knowledge of mental_health services and personnel, particularly innovative approaches and workers.",1979,0.6432,1975
"Receiving mental_health training was identified as a key factor, particularly for physicians, in terms of knowledge of services and personnel, referral to a mental_health center, and treatment of serious mental_health problems.",1979,0.6589999999999999,1975
"Over the past three years the Worcester Youth Guidance Center has developed a series of mental_health programs directed to the Hispanic community of Worcester, Massachusetts.",1979,0.6688888888888889,1975
The increasing trend of utilizing nonprofessional personnel in community mental_health has led to considerable controversy.,1979,0.6014,1975
"The present study employed a role perception procedure in which members of three different randomly chosen groups (11 professional therapists, 11 nonprofessional therapists, and 11 children-clients) from a community mental_health program were asked to rank various aspects of the therapeutic relationship in order of importance to the children-clients' improvement.",1979,0.65845,1975
Results showed considerable agreement between lay respondents and mental_health professionals.,1979,0.6446666666666667,1975
Young adults attending a college student mental_health center and obtaining 2 and 8 as their highest scale elevations (and not scale 7 as the third elevation) on the MMPI were compared to other patients at the center on 175 descriptors obtained from intake interviews.,1979,0.5816363636363636,1975
Adolescent mental_health did not predict any measure of adult sexual activity.,1979,0.6676666666666667,1975
This paper describes an interdenominational continuing education program for parish clergy in the mental_health dimension of pastoral work.,1979,0.648,1975
A community mental_health center staff (n = 33) and its rural target population (n= 89) were measured using the Eysenck Personality Inventory.,1979,0.6644444444444445,1975
The Client Attitude Questionnaire and Client Independence Questionnaire were administered to 60 patients in treatment on a psychiatric unit at a state mental hospital to assess whether acceptance of a medical paradigm for treatment by hospitalized psychiatric inpatients is significantly related to passive-dependent attitudes as had been previously reported for psychiatric outpatients at a community mental_health center.,1979,0.5522500000000001,1975
"Patients with severe, but long-standing psychiatric illnesses, or patients with transient emotional problems are likely to be treated by a general practitioner in London and by non-medical mental_health specialists in Boston.",1979,0.5718888888888889,1975
Information regarding the physical and mental_health of clients referred to social workers in a local authority intake team and to a general practice attachment scheme was collected over a 3-month period.,1979,0.6504615384615385,1975
It was recommended that school mental_health programs include an assertiveness segment in their curriculum.,1979,0.6677500000000001,1975
"In a survey of 137 new patients applying for treatment at a community mental_health center over a 6-month period, 32 did not attend at all, and of the attenders 31 dropped out.",1979,0.657,1975
"The incidence of indigenous healing, recognition of the spiritual and emotional dimension in the lives of our population, lack of professionally qualified mental_health workers, inadequacy of imposing Western approaches on other cultures, proven effectiveness of nonprofessional workers in the mental_health area, shortcomings in and disenchantment with Western models of healing and the holistic nature of indigenous healing compel cognisance.",1979,0.5962916666666666,1975
"The projections proper explore the effect of a terrorist climate on: demography, security, and the cost of living, letter and spirit of the law, paramilitary groups, and mental_health.",1979,0.5981666666666667,1975
"This 21-item instrument was used to predict that, following a workshop on family therapy, members of a community mental_health team would significantly change their attitudes toward family therapy in a more positive direction.",1979,0.6594285714285715,1975
"The format, topics, evaluation and summary are presented with the hope that other mental_health professionals will be motivated to develop similar groups.",1979,0.6592222222222223,1975
"Central to this movement is Synanon and its many modification which use the clients' peer group to solve their own problems, largely eliminating mental_health professionals.",1979,0.5572857142857143,1975
It is suggested that the contribution of mental_health professionals to the health delivery system of an oncology ward is essential to the maintenance of comprehensive care.,1979,0.671,1975
"A neighborhood development project is described, in which citizens were organized to work with mental_health professionals in the area of primary prevention.",1979,0.6605,1975
"Effects of current social and political forces on mental_health are considered, with particular attention to the way in which the unrelenting acceleration of change undermines the individual's sense of temporal continuity.",1979,0.6066000000000001,1975
"The contributions and limitations of the mental_health professions are examined, and it is suggested that the major challenge of psychotherapy in our time may be to aid individuals in coping with a world in flux.",1979,0.5980000000000001,1975
The increasing incidence of stepparenthood requires that mental_health clinicians develop skills for helping members of two families form a viable new family unit.,1979,0.6651250000000001,1975
"The present study compared the contraceptive risktaking behavior (CRT) of 35 white and 28 black, unwed, sexually active, young (ages 14 to 18) female outpatients in mental_health clinics with a record of chronic contraceptive rejection, with that of a matched group of clinically unlabelled (normal) subjects.",1979,0.5559000000000001,1975
