sentence,sibling,target,year,mlm,cosine,valid
"We use an ordinary metabolism apparatus, with very low resistance to respiration, and enlarged so as to be able to include the vital capacity on the same tracing.",enchantment,mental_illness,1940.0,,1.0,0
"In describing the curves we consider rate, depth, respiratory level, rounding of tips, hooks, squares (breath-holding) and spikes.",hypnosis,mental_illness,1940.0,,1.0,0
Averages for the Institute group are given.,nervousness,mental_illness,1940.0,,1.0,0
The tracings are quite individual and relatively constant in approximately 75 per cent of the cases.,cognitive state,mental_illness,1940.0,,1.0,0
No correlations with chest shape were found.,mania,mental_illness,1940.0,,1.0000001192092896,0
Respiratory efficiencies varied from 8 to 32 liters of oxygen breathed for one liter absorbed.,state of mind,mental_illness,1940.0,,1.0,0
"Spirograms were obtained from small groups of asthmatics, hebephrenics and paranoids.",forlornness,mental_illness,1940.0,,1.0000001192092896,0
A study of correlations between the records and the intaking and eliminating tendencies of the individual is now in progress.,state of mind,mental_illness,1940.0,,1.0,0
Electromyographic tracings obtained during handwriting on 15 subjects are presented.,hallucinosis,mental_illness,1940.0,,1.0000001192092896,0
A few tracings obtained during attempts at foot writing and making a fist are presented.,dissociation,mental_illness,1940.0,,1.0,0
"A method is presented for the statistical analysis of the tracings, based on the measurement of successive spikes.",abulia,mental_illness,1940.0,,0.9999998807907104,0
The individual groups are defined in terms of successive maxima and minima and indices are derived which are used for the comparison of tracings.,abulia,mental_illness,1940.0,,1.0000001192092896,0
The index M (ratio of the sum of the maxima to the sum of the minima) gives the best characteristic of an electromyographic tracing.,anxiety,mental_illness,1940.0,,1.0000001192092896,0
"The interpretation of various tracings and the influence of strength, speed and relaxation are discussed.",anhedonia,mental_illness,1940.0,,1.0,0
In recent years a constantly increasing tendency toward the uncritical use of the terms psychotherapy and psychotherapist has been observed.,abulia,mental_illness,1940.0,,1.000000238418579,0
"At present, this trend has essentially eliminated all specificity of definition and meaning content from these terms.",mental illness,mental_illness,1940.0,,1.0,0
Such circumstances preclude accurate evaluations of what legitimately may be termed psychotherapy and who may be justly designated a psychotherapist.,hallucinosis,mental_illness,1940.0,,0.9999998807907104,0
Reference to every physician or laymay who converses to some extent with the patient as a psychotherapist and to the content of such casual verbal contacts as psychotherapy affords no basic standards against which the value of results of genuine psychotherapeutic efforts may be measured.,dissociation,mental_illness,1940.0,,1.0000001192092896,0
"At a time when the greatest emphasis is being placed upon efforts to intelligently correlate medical art and medical science in the understanding and treatment of all forms of illness, it becomes more than ever imperative that consistent measuring rods be employed.",anxiety,mental_illness,1940.0,,0.9999998807907104,0
"In the hope of stimulating others to bring more valuable contributions to clarity of thinking and purpose relative to the psychotherapist and his art, a restricted definition and delimitation of the connotation of the terms psychotherapy and psychotherapist have been formulated.",melancholy,mental_illness,1940.0,,1.0000001192092896,0
A suggested plan of approach to general treating objectives is included in the present effort to point the way toward a more and more pragmatic orientation of psychotherapy and the psychotherapist to the more comprehensive field of medical theory and practice.,nervousness,mental_illness,1940.0,,1.0,0
"In this patient, therefore, we have an individual with a personality pattern very similar to that of patients with gastric dysfunction described by Alexander.",joy,mental_illness,1940.0,,1.0000001192092896,0
My patient is a neurotic woman with a strongly over-emphasized independence whose ego consciously rejects help or assistance from others.,state of mind,mental_illness,1940.0,,0.9999998211860657,0
"By an unusual series of events, strenuous emotional situations arose in her environment which probably motivated deep oral-receptive drives.",dissociation,mental_illness,1940.0,,0.9999999403953552,0
"These subconscious drives accumulated in intensity to the point where her ego could not repress them further, and eventually they expressed themselves regressively as somatic, gastric disease, in this instance, gastrospasm.",anxiety,mental_illness,1940.0,,1.0,0
"Relief of subjective symptoms and of spasm, shown roentgenographically, followed adequate sedation.",depression,mental_illness,1940.0,,1.0000001192092896,0
"Intramuscular injections of adrenalin, mecholyl (acetyl-B-methyl-choline) and saline solution were given to a series of forty psychoneurotic patients on three different test days.",abulia,mental_illness,1940.0,,1.0,0
The statements in response to specific questions were grouped in terms of reference to: Descriptions referring to general somatic sensations.,sorrow,mental_illness,1940.0,,1.0,0
Descriptions referring to specific parts of the body.,dissociation,mental_illness,1940.0,,1.0000001192092896,0
Descriptions referring to the emotional state of the patient (mood).,mental illness,mental_illness,1940.0,,1.0,0
"The most striking symptoms reported after adrenalin were heart pounding (70 per cent of the cases), trembling (55 per cent), nervousness (38 per cent), shaking of legs (70 per cent).",hallucinosis,mental_illness,1940.0,,1.0000001192092896,0
"After mecholyl the most frequent symptoms reported were a sense of general heat (58 per cent), complaints about feelings of discomfort (57 per cent), difficult breathing (45 per cent), fullness and warmth in the head (35 per cent), perspiration (30 per cent), and dizziness (28 per cent).",agitation,mental_illness,1940.0,,1.0000001192092896,0
"After saline there were certain vague references such as weakness (18 per cent), feelings of relaxation (15 percent), and sleepiness (13 per cent).",depression,mental_illness,1940.0,,1.0000001192092896,0
"After mecholyl, 24 patients (60 per cent) referred to feeling happy, silly, not depressed, while only 2 patients referred to feelings of depression and worry.",anxiety,mental_illness,1940.0,,1.0000001192092896,0
"After adrenalin 12 patients (30 per cent) made references to worry, depression and anger, while no references were made to a happy mood.",hypnosis,mental_illness,1940.0,,1.0000001192092896,0
After saline only one patient referred to feelings of depression.,abulia,mental_illness,1940.0,,1.0000001192092896,0
"It is thought that a neurointellectual system exists and that its behavior is influenced by the same physiological and pathological processes as the neuromuscular, neurosensory and other systems.",morale,mental_illness,1940.0,,1.0,0
"One of these processes, that of repetitive or fixed neural action, has been studied in its relation to both neurointellectual and neuromuscular function.",anhedonia,mental_illness,1940.0,,1.0,0
Many different clinical symptoms of various types are the result of such neural action.,trauma,mental_illness,1940.0,,1.0000001192092896,0
"In the psychological sphere, these symptoms appear as obsessions and compulsions.",dissociation,mental_illness,1940.0,,1.0000001192092896,0
The neural basis of obsessive and compulsive states is illustrated and discussed.,irritation,mental_illness,1940.0,,1.0000001192092896,0
"It is believed that such a concept does not conflict with the theories of the psychological origin of such symptoms under other circumstances, but rather that it adds to our understanding of the physiological structure and function of the thoughts and feelings which ignite these psychological disturbances.",anhedonia,mental_illness,1940.0,,1.0000001192092896,0
"In demonstrating how an intricate symptom such as an obsession may be viewed as a function of a neural unit, form and body is given to an entity which has existed clinically as a reality, but physiologically only as an abstraction.",agitation,mental_illness,1940.0,,1.0,0
Progress in the field of the sex hormones prompted a critical review of the literature dealing with the effects of castration upon the sexuality of the adult male.,trauma,mental_illness,1940.0,,0.9999998807907104,0
"Following an historical survey, observations of various investigators were grouped for convenience under separate headings.",hypnosis,mental_illness,1940.0,,1.0000001192092896,0
The most extensive studies were made on soldiers who had suffered war injuries.,nervousness,mental_illness,1940.0,,1.0000001192092896,0
"A wide variety of sexual responses, including apparently normal ones, was observed following castration.",mania,mental_illness,1940.0,,1.0000001192092896,0
Biological and psychological factors seem to play a definite rle in the adequacy of sexual performance.,bipolar disorder,mental_illness,1940.0,,1.0,0
The evidence from the literature did not allow of any final settlement of the problem resulting from castration.,anxiety,mental_illness,1940.0,,1.0000001192092896,0
"However, it was felt that many of the former misconceptions and myths about the effects of castration could be finally set aside, and that we are prepared to approach these issues scientifically through the coordination of different lines of investigation.",anhedonia,mental_illness,1940.0,,1.0,0
The rle of emotional conflicts and faulty attitudes was discussed and physiological studies that had a direct bearing on our problem were included for consideration.,sorrow,mental_illness,1940.0,,1.000000238418579,0
"A psychiatric study before, as well as psychiatric follow-up after gonadectomy seemed highly advisable on therapeutic and investigative grounds.",hypnosis,mental_illness,1940.0,,1.0000001192092896,0
This would afford an opportunity to study the specific symptom formations and changes in the distribution of anxiety.,morale,mental_illness,1940.0,,1.0000001192092896,0
Such observations are indispensable for a genuine far-reaching attempt to understand the castrate.,elation,mental_illness,1940.0,,1.0000001192092896,0
The cardiovascular and respiratory reactions of 31 normal subjects and 29 schizophrenic patients have been studied in response to a thermal stress placed upon the organism by having them inspire oxygen in which the temperature was raised to 41 C. and the humidity to the saturation point.,fugue,mental_illness,1940.0,,1.0,0
"As indicators, the blood pressure, heart rate, galvanic skin resistance, and respiratory rate and amplitude were used.",mania,mental_illness,1940.0,,1.0,0
"Although the basal levels of the various indicators during a control period were quite comparable for both the normal controls and the patients, the control subjects gave significantly larger autonomic and respiratory responses to the increase in temperature and humidity of the inspired oxygen.",mental illness,mental_illness,1940.0,,1.000000238418579,0
The findings lend experimental support to indications that the schizophrenic patient is sluggish in adaptive reactivity of the autonomic nervous system.,mental illness,mental_illness,1940.0,,1.0,0
Two cases are reported in which the patients irritated and injured inflammatory lesions of the skin.,trauma,mental_illness,1940.0,,1.000000238418579,0
Their behavior to their skin lesions was a form of childish autoerotism to which they turned because they found it impossible to have adequate emotional reactions and social relationships in their real life.,anger,mental_illness,1940.0,,1.0000001192092896,0
"Their inability to react adequately emotionally was due to fear; in one case largely a real fear of the consequences of any reaction because of an over-restricted environment, in the other, because of a fear of the superego.",irritation,mental_illness,1940.0,,1.0000001192092896,0
One case is presented in which the patient solved her emotional difficulties by converting the emotional problem into an itching painful skin lesion.,agitation,mental_illness,1940.0,,1.0,0
"She had conflict between her desire to leave home and accomplish her desires, and her fear of her superego which was based on fear of social disapproval and a childish fear of her mother.",fugue,mental_illness,1940.0,,1.0,0
The solution of the emotional problems enabled the two first patients to cease their irrational behavior toward their skin lesions and cured the skin lesions of the third patient.,dolefulness,mental_illness,1940.0,,1.0000001192092896,0
A visual form of the verbal summator has proved effective in evoking latent responses by summation with incipient responses to printed speech patterns.,fugue,mental_illness,1940.0,,1.000000238418579,0
Data from this experiment show a close resemblance to standard English with respect to distribution of word-percentages.,enchantment,mental_illness,1940.0,,0.9999998807907104,0
"To illustrate the type of response obtained, complete records for two subjects are reported.",derision,mental_illness,1940.0,,1.0000001192092896,0
"From data presented by Blatz the writer determined the rank order of the Dionne quintuplets on 23 mental, physical and social traits.",melancholy,mental_illness,1940.0,,1.000000238418579,0
Rank order correlations were computed and the matrix factored by the centroid method.,impudence,mental_illness,1940.0,,0.9999998807907104,0
It was found that 4 factors will account for all the intercorrelations and for 100 per cent of the variance of every trait.,exploitation,mental_illness,1940.0,,0.9999998807907104,0
"Simple structure, however, could not be obtained.",fear,mental_illness,1940.0,,1.0000001192092896,0
"Consequently a psychological description of only one factor, alleged to be a maturational process, is attempted.",anxiety,mental_illness,1940.0,,1.0,0
Its relative contributions to different traits are summarized.,melancholy,mental_illness,1940.0,,0.9999999403953552,0
"A case studied in a previous paper, concerning the changes of the relative number of individuals of different types in a social group, is treated under more general assumptions.",anhedonia,mental_illness,1941.0,,0.9999998211860657,0
It is shown that under those more general conditions periodical fluctuations in the structure of the social group may occur.,delusion,mental_illness,1941.0,,1.0000001192092896,0
A factor analysis of the ten sub-tests of the Seashore test of pitch discrimination revealed that more than one ability is involved.,forlornness,mental_illness,1941.0,,1.0000001192092896,0
"One factor, which accounted for the greater share of the variances, had loadings that decreased systematically with increasing difficulty.",dissociation,mental_illness,1941.0,,1.0000001192092896,0
"A second factor had strongest loadings among the more difficult items, particularly those with frequency differences of 2 to 5 cycles per second.",agitation,mental_illness,1941.0,,1.0000001192092896,0
A third had strongest loadings at differences of 5 to 12 cycles per second.,elation,mental_illness,1941.0,,1.0,0
"No explanation for the three factors is apparent, but the hypothesis is accepted that they represent distinct abilities.",agitation,mental_illness,1941.0,,1.0000001192092896,0
"In tests so homogeneous as to content and form, where a single common factor might well have been expected, the appearance of additional common factors emphasizes the importance of considering the difficulty level of test items, both in the attempt to interpret new factors and in the practice of testing.",anxiety,mental_illness,1941.0,,1.0,0
The same kind of item may measure different abilities according as it is easy or difficult for the individuals to whom it is applied.,impudence,mental_illness,1941.0,,1.0000001192092896,0
"A fictitious factor matrix including 16 tests and 3 factors, one of which was ag factor, was prescribed.",elation,mental_illness,1941.0,,1.0000001192092896,0
"From it two typical factor problems, including errors of sampling, were derived.",mental health,mental_illness,1941.0,,1.0000001192092896,0
"Students in training, without awareness of the factor patterns, arrived at essentially correct solutions by the use of Thurstone's centroid method with rotation of axes.",delusion,mental_illness,1941.0,,1.000000238418579,0
Errors in the calculated factor matrix were very close in size to the sampling errors in the correlation coefficients.,cognitive state,mental_illness,1941.0,,1.000000238418579,0
It is concluded that ag factor need not escape detection by Thurstone's procedures if the criteria of complete simple structure are not demanded.,anxiety,mental_illness,1941.0,,1.0000001192092896,0
"A formula for estimating the reliability of a test, based on the analysis of variance theory, is developed and illustrated.",anxiety,mental_illness,1941.0,,1.000000238418579,0
The data needed for the required computation are the number of correct responses to each item and the score for each subject.,sorrow,mental_illness,1941.0,,1.000000238418579,0
The results obtained from this formula are identical with those from one of the special cases of the Kuder-Richardson formulation.,state of mind,mental_illness,1941.0,,1.0000001192092896,0
The relationships of the new procedure to other approaches to the problem are indicated.,delusion,mental_illness,1941.0,,1.0000001192092896,0
A multiple-factor analysis was made of a battery of 42 tests of verbal abilities administered to 119 college adults.,anhedonia,mental_illness,1941.0,,1.0,0
"Where necessary, the distributions of test scores were normalized before the inter-test correlations were computed.",elation,mental_illness,1941.0,,0.9029406905174255,0
"Thurstone'sM (Memory or Rote Learning) factor has been confirmed, but hisV (Verbal Relations) factor seems to have been split into two or possibly three factors,C,J, andG; and hisW (Word Fluency) factor has been split into two factors,A andE. TheC factor seems to represent the richness of the individual's stock of linguistic responses, and theJ factor seems to involve the ability to handle semantic relationships.",irritation,mental_illness,1941.0,,1.0000001192092896,0
No satisfactory interpretation can as yet be made of theG factor.,hypnosis,mental_illness,1941.0,,1.0000001192092896,0
TheA factor seems to correspond to the speed of association for common words where there is a high degree of restriction as to appropriate responses.,anxiety,mental_illness,1941.0,,1.0,0
TheE factor is described as an associational facility with verbal material where the only restriction is that the responses must be syntactically coherent.,mental illness,mental_illness,1941.0,,1.0000001192092896,0
"The new factors are:F, facility and fluency in oral speech;H, facility in attaching appropriate names or symbols to stimuli; andD, speed of articulatory movements.",enchantment,mental_illness,1941.0,,0.9999998807907104,0
"A previous mathematical study of a situation, in which the behavior of a larger group of individuals is controlled by a smaller group, is generalized for the case when the activity of the individuals in the group is continuously graded.",cognitive state,mental_illness,1941.0,,1.0,0
The existence of two possible social configurations and of sudden transitions from one configuration to another are found in this case also.,irritation,mental_illness,1941.0,,1.0000001192092896,0
"Adaptations of the micro-film projection method to the administration of both individual and group psychological tests are described, together with newly designed auxiliary equipment.",state of mind,mental_illness,1941.0,,1.000000238418579,0
"The author cites examples of the application of this technique, which can be adapted to a variety of testing situations and which seems to be of unusual promise because of the attention value of visual projection.",joy,mental_illness,1941.0,,1.0,0
Bayes' theorem of inverse probability is made the basis of a general equation for scoring objective examinations.,emotional state,mental_illness,1941.0,,1.0000001192092896,0
The equation so obtained is evaluated by assuming a binomial distribution of examinee knowledge and guessing tendency.,impudence,mental_illness,1941.0,,0.9999999403953552,0
A graphical illustration of the application of this equation to a hypothetical test situation is presented.,trauma,mental_illness,1941.0,,1.000000238418579,0
The limitations inherent in the use of Bayes' theorem make it inadvisable to recommend the practical use of the equation unless future experimental evidence indicates an increase in scoring validity which more than compensates for the increase in scoring difficulty.,cognitive state,mental_illness,1941.0,,1.0000001192092896,0
Bi-factor and multiple-factor analyses of the same data are compared in two respects.,fugue,mental_illness,1941.0,,1.0000001192092896,0
"First, two criteria are suggested for determining when the factorization is adequate.",hypnosis,mental_illness,1941.0,,1.0000001192092896,0
"This problem being more acute for the centroid method than for the bi-factor method, the latter is used primarily for comparison only.",hallucinosis,mental_illness,1941.0,,0.9999999403953552,0
It is shown also that the omission from the simple structure of entries smaller than .10 yields a pattern which is a poorer fit to the original correlations than is the bi-factor pattern.,nervousness,mental_illness,1941.0,,1.0000001192092896,0
"Second, the second-order general factor obtained from the intercorrelations of the primaries is found to be highly correlated with the general factor of the bi-factor pattern.",abulia,mental_illness,1941.0,,1.0000001192092896,0
"Fisher's method of maximum likelihood is applied to the problem of estimation in factor analysis, as initiated by Lawley, and found to lead to a generalization of the Eckart matrix approximation problem.",depersonalization,mental_illness,1941.0,,1.0,0
"The solution of this in a special case is applied to show how test fallability enters into factor determination, it being noted that the method of communalities underestimates the number of factors.",cognitive state,mental_illness,1941.0,,1.000000238418579,0
"In continuation of previous studies, the interreaction of two social classes is investigated from a somewhat different point of view.",agitation,mental_illness,1941.0,,1.0000001192092896,0
"An exchange of results of activities of the two classes is considered, and a mathematical approach is outlined based on the use of such psychological concepts as the satisfaction function.",anhedonia,mental_illness,1941.0,,1.0,0
"In much research in social psychology it is impractical to get quantitative measure of the degree of effectiveness of certain social behaviors, yet associates can sense that effectiveness sufficiently well to detect those who manifest the behavior in very high or in very low degree.",delusion,mental_illness,1941.0,,1.0000001192092896,0
"This paper develops a technique of biserial correlation from wide-spread classes to deal statistically with such situations, develops standard error formulas for it, and points to a wide range of usefulness for this type of technique.",sorrow,mental_illness,1941.0,,1.0000001192092896,0
"In order to investigate certain hypotheses concerning the nature of number ability, and, secondarily, the nature of perceptual speed, a battery of thirty-four tests was given to 223 Chicago high school seniors and the data were factored by the centroid method.",trauma,mental_illness,1941.0,,1.0,0
Seven primary factors were identifiable upon rotation.,anger,mental_illness,1941.0,,1.0000001192092896,0
Several deductions are made relative to the interpretation of the factors and relative to the consistency of the data with the hypotheses which were to be tested.,fugue,mental_illness,1941.0,,1.0000001192092896,0
In this paper it is demonstrated that the analysis of variance techniques yield results equivalent to the calculation oft by means of expressions based on the short or the long formula.,enchantment,mental_illness,1941.0,,1.0,0
It is also shown that the covariance technique gives results equivalent to those obtained by means of the formula fort which should be used with matched groups.,delusion,mental_illness,1941.0,,0.9999999403953552,0
The conditions necessary for equivalent results are such that the conventional formulas fort would normally be used rather than the variance or covariance techniques.,mental health,mental_illness,1941.0,,1.0000001192092896,0
"However, a knowledge of the relationships described in this paper should contribute to one's understanding of the variance and covariance techniques.",dissociation,mental_illness,1941.0,,1.0000001192092896,0
It is pointed out that the scoring weights for test items should be approximations to regression-equation weights.,agitation,mental_illness,1941.0,,1.0000001192092896,0
For this reason any estimate of reliability of the weight should not be permitted to influence the size of the weight but should be used in determining the limit of acceptability of an item.,fugue,mental_illness,1941.0,,0.9999998807907104,0
"A simple approximation weight is recommended for general use, and anabac is provided for the estimation of it when the correlation between item and criterion is the phi coefficient.",elation,mental_illness,1941.0,,0.9487296342849731,0
A formula for the standard error of this weight is derived and tables of significant and very significant weights are presented in terms of deviations from the median weight.,delusion,mental_illness,1941.0,,1.0,0
"It is shown that theL-method is basic to test-building and to all combining of scores where the several sub-parts of a composite are weighted according to their respective standard deviations, i.e., with equal gross score weights or by adding the several sub-scores.",dissociation,mental_illness,1941.0,,1.0000001192092896,0
"With chiefly a listing adding machine, a few celluloid strips, and a master matrix table ofL's, one may, in a fraction of the time and with equally good or even better practical results, easily duplicate, with test-building material most of the feats obtainable by multiple regression equations.",hallucinosis,mental_illness,1941.0,,1.0000001192092896,0
Items have been studied heretofore for their value as elements of particular tests to the neglect of more fundamental research into the multiple potentiality of items.,mental illness,mental_illness,1941.0,,1.0,0
This article proposes a method of grouping items into synonymies comprising all of the items which correlate with a given key item.,anxiety,mental_illness,1941.0,,1.0000001192092896,0
These synonymies can be used for interpretation of the total meaning of the key item: by inspection of the constituent items and by correlational study of obtained single scores of individual persons.,hallucinosis,mental_illness,1941.0,,1.0000001192092896,0
"The method is illustrated by four items with inter- and intra-correlations, and characteristics of an ideal background reservoir of items are pointed out.",depersonalization,mental_illness,1941.0,,1.0000001192092896,0
"Mental test data of Chrysostomm and of Garrett, Bryan, and Perl are reinvestigated in order to determine the shifts in test clusters with chronological age.",mania,mental_illness,1941.0,,1.0000001192092896,0
It is found that the factors under survey tend to become more independent with increasing age.,dissociation,mental_illness,1941.0,,1.0,0
"On viewing Thurstone's psychophysical scale from the point of view of the mathematical theory of one-parameter continuous groups, it is seen that a variety of different psychological or statistical assumptions can all be made to lead to a scale possessing similar properties, though requiring different computational techniques for their determination.",cognitive state,mental_illness,1941.0,,1.0000001192092896,0
The natural extension to multi-dimensional scaling is indicated.,nervousness,mental_illness,1941.0,,1.0,0
The distribution of a linear combination of two statistics distributed as is Chi-square is studied.,impudence,mental_illness,1941.0,,1.0000001192092896,0
The degree of approximation involved in assuming a Chi-square distribution is illustrated for several representative cases.,elation,mental_illness,1941.0,,1.0,0
It is concluded that the approximation is sufficiently accurate to use in many practical applications.,hallucinosis,mental_illness,1941.0,,0.9999999403953552,0
"Illustrations are given of its use in extending the Chi-square, the Student t and the Fisher z tests to a wider range of problems.",state of mind,mental_illness,1941.0,,1.0000001192092896,0
The most commonly used method of factoring a matrix of intercorrelations is the centroid method developed by L. L. Thurstone.,misery,mental_illness,1941.0,,1.0,0
"It is, however, necessary to transform the centroid matrix of factor loadings into a simple structure matrix in order to facilitate the interpretation of the factor loadings.",anger,mental_illness,1941.0,,1.0000001192092896,0
Current methods for effecting this transformation are chiefly graphical and require considerable experience and personal judgment.,mental illness,mental_illness,1941.0,,1.0000001192092896,0
This paper presents a new method for transforming an arbitrary factor matrix into a simple structure matrix by methods almost completely objective.,cognitive state,mental_illness,1941.0,,1.0,0
The theory underlying the method is developed and approximation procedures are derived.,trauma,mental_illness,1941.0,,1.0,0
The method is applied to a matrix of factor loadings previously analyzed by Thurstone.,dolefulness,mental_illness,1941.0,,0.9999999403953552,0
The numerical evaluation of determinants with a modern computing machine is discussed.,blasphemy,mental_illness,1941.0,,1.0,0
Various methods are presented and their relations to each other are indicated.,heaviness,mental_illness,1941.0,,1.0,0
The methods presented parallel those developed in the previous paper on The Solution of Simultaneous Equations.,mental illness,mental_illness,1941.0,,1.0000001192092896,0
Especially emphasized are the Abbreviated Doolittle and the Compact methods.,trauma,mental_illness,1941.0,,1.0,0
Additional topics include the evaluation of partially symmetric determinants by means of symmetric methods and the evaluation of determinantal ratios.,anxiety,mental_illness,1941.0,,1.0000001192092896,0
The results of three empirical studies on the sampling fluctuation of centroid factor loadings are reported.,dissociation,mental_illness,1941.0,,1.0000001192092896,0
The first study is based on data which happened to be available on 8 variables for 700 cases and which were factored to three factors for subsamples.,delusion,mental_illness,1941.0,,1.0000001192092896,0
"The second study is based on fictitious data for 2500 cases which provided separate analyses on 25 samples for each of three situations: 5 variables, one factor; 5 variables, two factors; and 6 variables, three factors.",hypnosis,mental_illness,1941.0,,1.0000001192092896,0
"The third study, based on real data for 9 variables and 7000 cases, involves separate factorization for 35 samples of 200 cases.",dissociation,mental_illness,1941.0,,0.9999998807907104,0
"The three studies agree in showing that the sampling behavior of first centroid factor loadings is much like that of correlation coefficients, whereas the sampling fluctuations for loadings beyond the first are disturbingly large.",trauma,mental_illness,1941.0,,1.0,0
This article describes the application of three psychometric methods to the problem of measurement of the friendly or hostile relations among states of the world today.,mental illness,mental_illness,1941.0,,1.0000001192092896,0
"To secure judgments, schedules were sent to students of international affairs at several times during the last five years.",sorrow,mental_illness,1941.0,,1.0,0
"The method of equal-appearing intervals was used to determine the relative probability of war for 88 pairs of states in January, 1937; the method of triadic combinations to determine relative friendliness among the Great Powers in November, 1938; and the method of multidimensional or group rank order to measure the attitudes of important states toward the Great Powers in March and April, 1939; June, 1940; and June, 1941.",misery,mental_illness,1941.0,,1.0,0
A chart of scale values for the pairs of Great Powers shows the changing trends since 1937.,love,mental_illness,1941.0,,0.9999998807907104,0
"The last two methods were used to depict the Great Powers in multidimensional space according to their mutual friendliness, thus permitting the application of a type of factor analysis.",exploitation,mental_illness,1941.0,,1.0000001192092896,0
"The reliability of the methods employed was high, and various types of evidence support the general validity of the results.",disparagement,mental_illness,1941.0,,1.0000001192092896,0
"This paper attempts to show in a non-mathematical way the influence of grouping on standard deviations and correlations, and advances empirical evidence to illustrate with what accuracy values corrected for grouping by Sheppard's correction approximate to values obtained from ungrouped data when the distributions are continuous.",abulia,mental_illness,1941.0,,0.9999999403953552,0
This enquiry gained its initial stimulus from the observation that many standard deviations and correlations reported by students of psychology and education are uncorrected for grouping and that frequently errors attributable to the grouping of data are not small when compared with errors of sampling.,cognitive state,mental_illness,1941.0,,1.0,0
This paper discusses the influence of test difficulty on the correlation between test items and between tests.,misery,mental_illness,1941.0,,1.000000238418579,0
The greater the difference in difficulty between two test items or between two tests the smaller the maximum correlation between them.,dolefulness,mental_illness,1941.0,,1.0000001192092896,0
"In general, the greater the number of degrees of difficulty among the items in a test or among the tests in a battery, the higher the rank of the matrix of intercorrelations; that is, differences in difficulty are represented in the factorial configuration as additional factors.",trauma,mental_illness,1941.0,,1.0000001192092896,0
The suggestion is made that if all tests included in a battery are roughly homogeneous with respect to difficulty existing hierarchies will be more clearly defined and meaningful psychological interpretation of factors more readily attained.,depersonalization,mental_illness,1941.0,,0.9999998807907104,0
This paper is an attempt to integrate the various methods which have been developed for the numerical solution of simultaneous linear equations.,state of mind,mental_illness,1941.0,,1.0,0
"It is demonstrated that many of the common methods, including the Doolittle Method, are variations of the method of single division.",anhedonia,mental_illness,1941.0,,1.000000238418579,0
"The most useful variation of this method, in case symmetry is present, appears to be the Abbreviated Doolittle method.",state of mind,mental_illness,1941.0,,1.0,0
The method of multiplication and subtraction likewise can be abbreviated in various ways of which the most satisfactory form appears to be the new Compact method.,dissociation,mental_illness,1941.0,,1.0000001192092896,0
"These methods are then applied to such problems as the solution of related equations, the solution of groups of equations, and the evaluation of the inverse of a matrix.",enchantment,mental_illness,1941.0,,1.0,0
"This paper questions the oft-repeated statement that clinical psychology is an art by examining the main functions of clinical psychologists, i.e., diagnosis and treatment.",cognitive state,mental_illness,1941.0,,1.0000001192092896,0
"In examining the concept of diagnosis, evidence is presented which supports the notion that a diagnostic statement has meaning only when it has a referent in the futurewhen it provides a prediction.",abulia,mental_illness,1941.0,,0.9999998807907104,0
A prediction (probability-statement) is determined empirically and may be stated in terms of a regression equation or in terms of a crude generalization from clinical experience.,trauma,mental_illness,1941.0,,1.0,0
Treatment likewise is determined by tacit or expressed predictions of behavior under alternative conditions.,cognitive state,mental_illness,1941.0,,1.0000001192092896,0
The various conceptions of art as applied to clinical psychology are examined and the conclusion is drawn that clinical psychology is a scientific as opposed to an artistic or intuitive enterprise.,enchantment,mental_illness,1941.0,,1.0000001192092896,0
This presentation deals with the evaluation and transformation of linear forms.,love,mental_illness,1941.0,,1.0000001192092896,0
"Especial emphasis is given to implicit methods in which it is not necessary to find the explicit values,x i .",trauma,mental_illness,1941.0,,0.9999998807907104,0
"The relation of the Aitken triple product matrixCA 1 B to the result of a linear transformation of linear forms is noted, and the numerical computation of this triple product matrix is indicated with the use of the simple Abbreviated Doolittle solution.",anxiety,mental_illness,1941.0,,1.0000001192092896,0
Two batteries of music tests were factored by the centroid method.,state of mind,mental_illness,1941.0,,0.9999999403953552,0
"From each battery three oblique factors were extracted and in each case were tentatively identified as tonal sensitivity, retentivity (memory for elements), and memory for form.",mental health,mental_illness,1941.0,,1.0000001192092896,0
The correlations of the music tests of one battery with subtests of Cattell's intelligence test and with tests of a literary nature are also reported.,downheartedness,mental_illness,1941.0,,0.9999999403953552,0
Two new methods of item analysis are described.,nervousness,mental_illness,1941.0,,1.0,0
One involves the computation of the coefficient (correlation of a fourfold point distribution) and the other involves chi square.,hypnosis,mental_illness,1941.0,,1.0000001192092896,0
"The only data required are the proportions of passing individuals in the upper and lower criterion groups, for the determination of , and in addition,N, for the determination of chi square.",derision,mental_illness,1941.0,,1.000000238418579,0
"Abacs are presented for graphic solution of the two indices of validity, and tests of significance are provided.",fear,mental_illness,1941.0,,1.000000238418579,0
Up to the present only empirical methods have been available for determining the number of factors to be extracted from a matrix of correlations.,depersonalization,mental_illness,1941.0,,0.9999999403953552,0
The problem has been confused by the implicit attitude that a matrix of intercorrelations between psychological variables has a rank which is determinable.,misery,mental_illness,1941.0,,1.0,0
A table of residuals always contains error variance and common factor variance.,blasphemy,mental_illness,1941.0,,0.9999999403953552,0
