sentence,sibling,target,year,mlm,cosine,valid
"It is pointed out that the distribution pattern characterizing a given item is to a certain extent independent of age, sex, and method of test administration, and evidence is offered that on certain items the shape of the distribution is determined largely by a systematic tendency for the subjects to give themselves more favorable ratings than they deserve.",anhedonia,depression,1937.0,,1.0000001192092896,0
Inactivation of the OS by negative adaptation and reconditioning did not destroy or weaken the response to the SS in two situations.,cognitive state,depression,1937.0,,0.9999998807907104,0
Functional reversal of substitute and original stimuli was brought about in two different situations using 4 rhesus monkeys as subjects.,dissociation,depression,1937.0,,0.9999999403953552,0
In one case a second functional reversal was attempted but the results were not precise enough to permit any conclusion to be derived.,emotional state,depression,1937.0,,1.0000001192092896,0
Failure consistently to obtain experimental extinction or negative adaptation in the two situations is interpreted as a function of the kind of learning involved.,exploitation,depression,1937.0,,1.0000001192092896,0
Records of the spontaneous activity of animals were accumulated over a period of 15 days during which a medium dose of benzedrine was ingested daily.,love,depression,1937.0,,1.0,0
"These records were compared with similar records of two control periods of the same length, one preceding and one following the benzedrine test period.",delusion,depression,1937.0,,1.000000238418579,0
The significant differences between the control and test periods definitely illustrate the activating properties of benzedrine.,elation,depression,1937.0,,1.0000001192092896,0
A difference of approximately 20 per cent between the relative variability of the control periods and the test period indicates that benzedrine tends to reduce relative variability.,conditioned emotional response,depression,1937.0,,1.0,0
Evidence obtained indicated the probability that no tolerance was built up to the drug.,depersonalization,depression,1937.0,,1.0,0
The course of the change in hunger during starvation was followed by examining the rate at which a rat responded to a lever when a response was reinforced with a small pellet of food every four minutes.,downheartedness,depression,1937.0,,1.0,0
Measurements were made for one hour at twenty-four hour intervals.,nervousness,depression,1937.0,,1.0,0
The mean rate for a group of thirteen rats reached a peak at five days of starvation.,irritation,depression,1937.0,,0.9999998807907104,0
The individual records showed greater peak rates reached at from four to fourteen days.,depression,depression,1937.0,,1.0000001192092896,0
The mean rate was found not to be a reliable indication of the extent or the course of hunger in the individual.,depersonalization,depression,1937.0,,0.9999999403953552,0
The typical curve for a single rat shows a steady rise throughout the greater part of the period before death.,agitation,depression,1937.0,,0.9999998211860657,0
The ultimate drop is precipitous and coincides with a drop in bodily temperature and the general debilitation of the rat.,fugue,depression,1937.0,,0.9999999403953552,0
The forty most complete biographies of the first year of life have been reduced to tabular form with respect to all items which appear in ten or more of the records.,trauma,depression,1937.0,,1.0000001192092896,0
The table which contains the data makes available in compact form to the student of child behavior dated observations of the spontaneous behavior of individual infants.,delusion,depression,1937.0,,1.0,0
These data are of a sort not easily obtained by present-day research techniques.,delusion,depression,1937.0,,1.0000001192092896,0
"Shirleys data are most similar to the present ones, and on comparable items, the biographical medians and Shirleys medians agree well.",state of mind,depression,1937.0,,1.0,0
According toJ. F. Brown the dependence of visual speed on field factors is principally due to influences which such field factors exert on phenomenal time.,hallucinosis,depression,1938.0,,1.000000238418579,0
K. Koffka has pointed out that the same dependence may be due to variations of the spatial threshold in fields of different properties.,sorrow,depression,1938.0,,1.0,0
In this paper experiments have been reported which in two cases decide in favor ofKoffka's explanation.,cognitive state,depression,1938.0,,1.0,0
This explanation is likely to be applicable to further instances.,dissociation,depression,1938.0,,1.0000001192092896,0
Some ofBrown's own experimental results appear to be incompatible with his theory.,anxiety,depression,1938.0,,1.0,0
A Bi-factor analysis is made of Professor Thurstone's battery of fifty-seven tests employing his tetrachoric correlations.,fear,depression,1938.0,,1.0,0
"Although this analysis is made entirely independent of his multiple factor analysis, a very close agreement is found between the group factors obtained here and Thurstone's verbal descriptions previously published.",irritation,depression,1938.0,,1.0,0
A battery of thirteen tests of motor abilities are analyzed by means of the Thurstone factor methods.,cognitive state,depression,1938.0,,1.0,0
"Interpretations of the nature of the six factors extracted are offered, with reservations.",mental illness,depression,1938.0,,1.0000001192092896,0
The high degree of specificity of motor abilities results in very narrow group factors.,ridicule,depression,1938.0,,1.0000001192092896,0
A circuit of mutually exciting neurones capable of approaching and maintaining a state of permanent excitation has been described by Rashevsky as a possible mechanism for the production of conditioned reflexes.,cognitive state,depression,1938.0,,0.9999999403953552,0
"The mode of approach of such a circuit to the steady state is examined in some detail under slightly more general assumptions, and an estimate is made of the order of magnitude of the time required to reach this state.",mental illness,depression,1938.0,,1.0000001192092896,0
A correlation matrix may be expanded as the weighted sum of a series of unit hierarchies.,state of mind,depression,1938.0,,1.0,0
"The properties of the unit hierarchy are not only of theoretical interest for themselves, but lead to simpler modes of practical calculation.",fugue,depression,1938.0,,1.0000001192092896,0
The analysis is analogous to a spectral set of projective operations in quantum-theory: and the analogy itself suggests many further problems and solutions.,fear,depression,1938.0,,1.0,0
"A further study of the perceptual factor, previously isolated in a factor analysis of a battery of fifty-six tests, is made in a manner designed also to determine whether the same seven primaries would be found in a different population of subjects and with another battery of tests.",enchantment,depression,1938.0,,1.0,0
"The tests are described, and the results of the analysis are given in detail.",depersonalization,depression,1938.0,,1.0,0
Much attention is given to the matter of the orthogonality of primary factors and to their psychological meaningfulness.,agitation,depression,1938.0,,1.000000238418579,0
A method is developed for extending any type of factor solution to new tests.,hypnosis,depression,1938.0,,1.0,0
"The theoretical basis for this approximating scheme is thoroughly investigated, and then a simplification in the technique is introduced for practical purposes.",abulia,depression,1938.0,,1.0,0
An example is presented which illustrates the procedure of extending a factor solution to three new tests simultaneously.,fear,depression,1938.0,,1.0000001192092896,0
"A new rotational method, particularly appropriate when a positive manifold can be assumed, is presented in theory and in computational detail.",irritation,depression,1938.0,,0.9999998807907104,0
It is applied to a five-dimensional factorial matrix in which a simple configuration is known to exist.,contempt,depression,1938.0,,1.000000238418579,0
The new technique is much more efficient in yielding the simple configuration than are the methods formerly used.,delusion,depression,1938.0,,1.0000001192092896,0
Landahl's transformations can be combined with this method to advantage.,melancholy,depression,1938.0,,1.0,0
A rational theory of discrimination learning is developed for the special case in which the subject must discriminate between two stimuli which differ with respect to one variable such as size or brightness.,abulia,depression,1938.0,,1.0000001192092896,0
It is shown that the previous equations developed by Gulliksen and Thurstone are special cases of the present one.,nervousness,depression,1938.0,,1.0000001192092896,0
"It is predicted that the ultimate level of accuracy of the discrimination is inversely related to the difference, as determined psychophysically, between the two stimuli.",enchantment,depression,1938.0,,1.0000001192092896,0
Other implications of the theory for experimental work are presented.,nervousness,depression,1938.0,,1.0,0
In previous formulations the assumption has been made that the intensity of excitation or inhibition varies with distance.,elation,depression,1938.0,,1.0000001192092896,0
In this paper the simple case of a series of identical neurones is treated.,abulia,depression,1938.0,,1.0000001192092896,0
The development shows five possible relations.,cognitive state,depression,1938.0,,1.0000001192092896,0
In future theoretical formulations it is no longer necessary to postulate arbitrary relations in case any of the derived forms can be used.,fugue,depression,1938.0,,1.000000238418579,0
"Necessary and sufficient conditions are given for a set of numbers to be the mutual distances of a set of real points in Euclidean space, and matrices are found whose ranks determine the dimension of the smallest Euclidean space containing such points.",hallucinosis,depression,1938.0,,1.0,0
"Methods are indicated for determining the configuration of these points, and for approximating to them by points in a space of lower dimensionality.",depression,depression,1938.0,,1.0000001192092896,0
The factors found by the Hotelling method of principal components present the same necessity for rotation as those found by the Thurstone method of multiple factors.,cognitive state,depression,1938.0,,1.0000001192092896,0
"The Thurstone method of multiple factors is here found superior to the Hotelling method of principal components, and is suggested as the method of choice for all problems requiring the determination of elemental components from a group of related variables, since it was found on every point of comparison that, when applied to a correlation matrix of unknown communalities, the Thurstone method was more accurate than the Hotelling method, and also required much less time.",nervousness,depression,1938.0,,1.0000001192092896,0
The problem of solving simultaneous linear equations is one that frequently confronts the scientist.,disparagement,depression,1938.0,,1.0,0
"Whenever it is desired to state the parameters as expressions of the constant terms of these equations, the problem resolves itself into the discovery of the inverse of the matrix of coefficients.",morale,depression,1938.0,,1.0,0
The method here described gives a routine for the solution of this problem.,hallucinosis,depression,1938.0,,1.0,0
The theory of discrimination learning developed in Part I of this paper is extended to more complex learning situations such as those used for differentiating relative from absolute habits.,morale,depression,1938.0,,1.0000001192092896,0
The greater difficulty of learning an absolute discrimination than of learning a relative discrimination is predicted.,trauma,depression,1938.0,,1.0,0
The theory is also extended to cover cases of transfer.,anhedonia,depression,1938.0,,1.0000001192092896,0
"It predicts that under the ordinary training conditions transfer to new stimulus situations will be on a relative basis, and it predicts the type of transfer to be expected under other training conditions.",harassment,depression,1938.0,,1.0,0
A number of additional established facts of learning and transfer can be deduced from the theory.,morale,depression,1938.0,,1.0,0
Methods of testing the adequacy of the theory by new and more crucial experiments are suggested.,cognitive state,depression,1938.0,,1.0000001192092896,0
"When no criterion variable is available, the combination of tests or other variables by the use of multiple correlation is not possible.",melancholy,depression,1938.0,,0.9999999403953552,0
"Three methods of combining variables are described mathematically, and discussed with reference to the linear combination of tests.",elation,depression,1938.0,,1.0,0
Iterative computational schemes are outlined and illustrated.,anhedonia,depression,1938.0,,0.9999999403953552,0
"When the first of a uniform chain of neurones is excited with a stimulus intensityS1, it is found that, according to the nature of the chain,either the excitation is always transmitted with decreasing intensity,or else the intensity for succeeding neurones of the chain approaches a fixed finite value, characteristic of the chain and independent ofS1, wheneverS1 exceeds a certain threshold value.",elation,depression,1938.0,,1.0000001192092896,0
From the Clinic's experience it is led to believe that much needs to be done in training teachers in the basic principles of personality adjustment.,cognitive state,depression,1938.0,,1.0000001192092896,0
"When such training is undertaken seriously, there will not need to be so much discrepancy between practical and ideal recommendations in the work of the psychological clinic.",trauma,depression,1938.0,,0.9999998807907104,0
Marked individual differences were observed in regard to the average level of mood and its fluctuations around this level.,depression,depression,1938.0,,1.0,0
"There was no evidence of periodicity in these fluctuations, either daily or weekly.",depression,depression,1938.0,,1.0,0
"The coefficients of correlation between judgments of mood and those of physical condition are generally low and positive, although statistically significant in a majority of cases.",irritation,depression,1938.0,,1.0000001192092896,0
"It appears that in general the physical condition is a contributing factor rather than a direct cause of mood, except in cases of actual illness.",abulia,depression,1938.0,,1.0,0
"The most frequently reported causes of cheerful moods were social participation, past and present, and accomplishment in the tasks of the day.",fugue,depression,1938.0,,1.0000001192092896,0
The most frequently reported causes of depressed moods were illness and the anticipation of work to be done.,cognitive state,depression,1938.0,,1.0000001192092896,0
The subjects indicated an inability to give any cause for the existent mood in approximately 50 of the reports.,cognitive state,depression,1938.0,,1.0,0
Since the strictly psychological field of personality disorders usually requires rational psychotherapeutic measures diagnosis in this field assumes a unique role.,mental health,depression,1938.0,,1.0000001192092896,0
The formulation of his problem which a patient is able to make at the end of his diagnostic interview is more important than a tabulation of his reactions during the course of his interview.,dissociation,depression,1938.0,,1.000000238418579,0
In order to facilitate the rapid progress of the interview toward the revelation of important material and to lead more rapidly to a satisfactory formulation of the patients problems a diagnostic interview form is presented.,trauma,depression,1938.0,,1.0000001192092896,0
Its items consist principally of points which have been the recognized turning points in the successful rational psychotherapy of actual cases.,anger,depression,1938.0,,1.0000001192092896,0
Arrangement of the items has been determined by simple experimentation.,cognitive state,depression,1938.0,,1.0000001192092896,0
Illustrative phrasing of initial questions is suggested.,delusion,depression,1938.0,,1.0,0
The studies of the Galton-Pearson school on mental heredity led to the view that there are superior human stocks whose high ability is inborn.,hallucinosis,depression,1939.0,,1.0000001192092896,0
Subsequent employment of mental tests suggested that blances even between identical twins are largely due to nurture.,sorrow,depression,1939.0,,1.0,0
This is equally true of temperamental and moral characteristics.,conditioned emotional response,depression,1939.0,,1.0,0
"Those who speak of racial inheritance confuse race and nation, as the idea of a pure human race is pure nonsense.",abulia,depression,1939.0,,1.0,0
"The mental differences between peoples are due to history, tradition and culture; and there is no evidence for the dogma that they are hereditary.",depersonalization,depression,1939.0,,1.0,0
"All that racial psychology has produced at present are a few prejudiced statements of a puerile nature intended to show that the authors belong to a superior ,race'.",sorrow,depression,1939.0,,1.0,0
"A mechanism for localizing different stimulus intensities within the nervous system, essentially as described by Rashevsky, is considered in first approximation.",enchantment,depression,1939.0,,1.0,0
"The mechanism is central, and therefore general.",fugue,depression,1939.0,,1.0,0
"There results a one-parameter family of theoretical curves, graphs of the Weber (discriminal) ratio against stimulus intensity.",depersonalization,depression,1939.0,,1.0,0
"Comparisons are made with experimental visual, acoustical, and tactual data.",elation,depression,1939.0,,1.0,0
"A rigorous and an approximate solution are found for the problem: Given a primary trait matrix forn tests andr1 traits, and a matrix for the samen tests andr2 reference axes, to discover the transformation which will transform the second matrix into the first, or primary trait matrix.",hallucinosis,depression,1939.0,,1.0,0
Formulas for determining the limits of the effect of using the approximate solution are presented.,trauma,depression,1939.0,,1.0,0
"The method is applied to a set of twenty hypothetical tests, defined by their loadings on four orthogonal primary traits.",irritation,depression,1939.0,,1.0000001192092896,0
"After factoring the inter-correlations of these variables by Thurstone's centroid method, approximating the diagonals, the original hypothetical matrix is reproduced with a root mean square discrepancy of .014 by assuming as known the primary trait loadings of only the first eight tests.",mental illness,depression,1939.0,,1.0000001192092896,0
"The method is applied to the results of factoring two batteries of 14 tests, having 8 tests in common, to give the factor loadings of the two batteries on the same reference axes.",trauma,depression,1939.0,,1.0000001192092896,0
"The method provides a means of comparing directly and quantitatively the results of two different factor studies, provided they have tests in common, and of testing the stability of simple structure under changes in the battery.",elation,depression,1939.0,,1.0,0
The relations of the method here developed to certain problems in multiple correlation are shown.,abulia,depression,1939.0,,0.9999999403953552,0
A shortened method of finding the regression for estimation of the scores on mental factors is presented.,emotional state,depression,1939.0,,1.0000001192092896,0
"If the correlations amongn tests are accounted for byr factors, the regression equation involves the inverse of anr r matrix instead of the inverse of ann n matrix.",morale,depression,1939.0,,1.0,0
"Whenr is much less thann, there is considerable saving in computational labor.",anhedonia,depression,1939.0,,1.0000001192092896,0
A numerical example is presented to illustrate the method.,irritation,depression,1939.0,,1.0,0
"A stimulus (or stimulus-complex) is pictured as giving rise to a random series of sensory nerve pulses, which manifest themselves in contractions of individual muscle fibers.",bipolar disorder,depression,1939.0,,1.0000001192092896,0
"Assuming the expected time-frequency of these pulses to be proportional to the intensity of the stimulus, probability distributions are computed representing the cumulative effect of these pulses on the state of the organism, that is, on its degree ofawareness of the stimulus.",depression,depression,1939.0,,1.0000001192092896,0
A technique for determining a set of weights for the linear combination of a number of measures is applied to a concrete problem.,irritation,depression,1939.0,,1.0000001192092896,0
The set of weights meets the criterion of maximum separation of the total scores of two different occupational groups.,hallucinosis,depression,1939.0,,0.9999999403953552,0
An analysis by Thurstone's centroid method of the intercorrelations of fifty-two tests was carried to ten factors.,abulia,depression,1939.0,,1.0000001192092896,0
"Included were tests of social intelligence, Philip's attention tests, and Seashore's tests of musical ability.",dissociation,depression,1939.0,,1.0,0
"After rotation of axes, the most important factors appeared to pertain to operations conventionally alluded to by the following terms: verbal facility; spatial ability; numerical ability; attention; musical ability; and memory (or memory span).",depression,depression,1939.0,,1.0,0
The social intelligence tests proved to be mainly tests of the verbal factor.,abulia,depression,1939.0,,1.0000001192092896,0
A factorial sex difference was indicated by the superiority of men in tests of spatial ability.,anhedonia,depression,1939.0,,1.0000001192092896,0
Certain assumptions and procedures basic to factor analysis are examined from the point of view of the mathematician.,dissociation,depression,1939.0,,1.0,0
"It is demonstrated that the Hotelling method does not yield meaningful traits, and an example from the theory of gas mixtures with convertible components is cited as evidence.",heaviness,depression,1939.0,,1.0,0
"The justification of current methods for determining the adequacy of the reproduction of a correlation matrix by a factorial matrix is questioned, and ax2 criterion, practical only for a small matrix, is proposed.",delusion,depression,1939.0,,1.0000001192092896,0
"By means of a hypothetical example from geometry, it is shown that results of a Hotelling analysis are necessarily relative to the population at hand.",delusion,depression,1939.0,,1.0,0
The factorial effects of the adjunction of a total test to a group of tests are considered.,nervousness,depression,1939.0,,1.000000238418579,0
Some of the general considerations and questions raised are pertinent to types of analysis other than the Hotelling.,bipolar disorder,depression,1939.0,,1.0000001192092896,0
"Conditions are determined under which a single self-exciting neuron can reach a state of permanent excitation, in the case that the neuron develops both an excitatory and an inhibitory substance as well as in the case that it develops only a single, excitatory substance.",depersonalization,depression,1939.0,,1.0000001192092896,0
"In case both substances are developed it is possible to have periodic solutions, a possibility which does not arise when the circuit consists of neurons, or of a neuron, developing only an excitatory substance.",abulia,depression,1939.0,,1.0,0
Correlation coefficients derived from an hypothetical simple structure for twenty tests and four factors were loaded with chance error components.,nervousness,depression,1939.0,,1.0,0
Centroid analyses and rotations to give least square determinations of the hypothetical simple structure were made for several conditions.,agitation,depression,1939.0,,1.0000001192092896,0
It is concluded that the experimental situation of inaccurate coefficients and estimated communalities permits accurate determination of primary trait loadings provided that the rank of the centroid matrix is equal to or greater than that of the underlying primary trait matrix.,agitation,depression,1939.0,,1.0,0
"Of several criteria for the completeness of factorization which were tested, none was wholly satisfactory.",morale,depression,1939.0,,1.0000001192092896,0
"From the original Stanford-Binet scale, those items passed by between 10 and 90 per cent of a group of ten-year-old children were analyzed by the centroid method.",irritation,depression,1939.0,,1.0,0
"Upon rotation, there appeared a common factor, for which two explanatory hypotheses are offered, the more tenable being that it is an effect of maturation.",hypnosis,depression,1939.0,,0.9999998807907104,0
"Primary factors tentatively identified are Number, Space, Imagery, Verbal Relations and Induction.",nervousness,depression,1939.0,,1.0000001192092896,0
A sixth factor apparently involves a reasoning ability and a seventh can not be interpreted.,disregard,depression,1939.0,,1.0000001192092896,0
"In continuation of previous studies, an abstract mathematical theory is developed for the interaction of several social classes, of which one influences and controls the behavior of the others.",mental illness,depression,1939.0,,0.9999999403953552,0
"In some cases such interaction results in the existence of two configurations of equilibrium for the social structure, characterized by different types of behavior.",enchantment,depression,1939.0,,1.0,0
Each configuration corresponds to one definite type of behavior.,misery,depression,1939.0,,1.0,0
"The transition from one configuration to the other, in other words, the transition from one behavior to another, occurs rather rapidly.",anhedonia,depression,1939.0,,1.0000001192092896,0
Equations governing these transitions are given.,heaviness,depression,1939.0,,1.0000001192092896,0
"In other cases, namely when the efforts of the individuals to influence others into a given behavior lessen as the success of this influence increases, there is only one stable configuration characterized by a mixed behavior.",dissociation,depression,1939.0,,1.0000001192092896,0
"Due to the dissimilarity of parents and progeny, the composition of each social class changes with time, as generations change.",elation,depression,1939.0,,1.0000001192092896,0
This results in the appearance of instabilities of the social structure and in relatively sudden social changes.,weepiness,depression,1939.0,,1.0,0
Possibilities of quasi-periodic alterations of different social structures are discussed.,nervousness,depression,1939.0,,1.0000001192092896,0
"Finally, the developed equations are applied to the case of physical conflicts between groups of individuals, such as riots, wars, etc.",joy,depression,1939.0,,0.9999999403953552,0
Possible factors in addition to mere physical force which may determine the outcome of such conflicts are investigated.,elation,depression,1939.0,,1.0,0
"In continuation of previous studies, relations are studied between two classes of population, of which one is characterized by a much greater ability to organize and supervise the productive activities of the other.",depression,depression,1939.0,,1.0,0
"Under some special and rather simple assumptions, it is shown that this kind of interreaction results first in an increase of the ratio of the cumulative results of productive activities for the two classes in favor of the first.",hate,depression,1939.0,,1.0000001192092896,0
"With time, however, this ratio reaches a maximum and declines.",fugue,depression,1939.0,,1.0,0
An expression for the life span of such organized classes is obtained.,fear,depression,1939.0,,1.0000001192092896,0
"In the second section, a study is made of possible non-uniformities of spatial distribution of the population.",morale,depression,1939.0,,1.0000001192092896,0
"Some possible applications are made to the theory of the variation of the ratio of urban to rural population, showing how that ratio may increase with increasing total population.",depression,depression,1939.0,,1.0000001192092896,0
"The article discusses the general principles involved in factorizing correlations between persons, and compares the special techniques put forward by Burt and Stephenson respectively.",irritation,depression,1939.0,,1.0000001192092896,0
The chief points of agreement and disagreement are summarized.,hallucinosis,depression,1939.0,,1.0,0
"In statistical procedure the two writers prove to be largely in accord; but they differ over the psychological and the methodological implications, the chief source of divergence being the so-called reciprocity principle.",mental illness,depression,1939.0,,1.0,0
The initial problem of factor analysis is described as a search for clustering of the test vectors.,anhedonia,depression,1939.0,,1.0000001192092896,0
"Curves are developed which give a visual picture of the clustering tendency, and an index of clustering is derived which provides a simple estimate for the number of factors.",agitation,depression,1939.0,,1.0,0
The results of J. P. Guilford's card-sorting experiment by the method of equal appearing intervals are analyzed mathematically.,dissociation,depression,1939.0,,1.0,0
The constants of the psychometric functions are obtained by processes analogous to the constant process.,fear,depression,1939.0,,0.9999998807907104,0
"When these constants are determined (a) independent of the supposition that the series of groups into which the cards were sorted is quantitative in character and (b) under this supposition, good agreement is found between them.",irritation,depression,1939.0,,0.9999999403953552,0
Guilford's results agree with Weber's and Fechner's laws in both cases.,cognitive state,depression,1939.0,,1.0000001192092896,0
"The table of intercorrelations published by Dr. R. L. Thorndike in theGenetic Psychology Monographs, 1935,17, No.",forlornness,depression,1939.0,,1.0000001192092896,0
"1, has been reanalyzed into ten factors.",fear,depression,1939.0,,1.0000001192092896,0
"Rotation of the reference vectors resulted in a configuration which, for all practical purposes, may be said to show a simple structure and (except for one variable on one factor) a positive manifold.",enchantment,depression,1939.0,,1.0,0
"Five of the factors can be interpreted with some confidence, one only with considerable caution; three factors are specific to the apparatus employed, and for the one remaining factor, no interpretation is attempted; it appears to be a residual plane.",fugue,depression,1939.0,,1.0000001192092896,0
With the mechanism of common elements we designed numerous sets of variates correlated with each other in a known manner and also correlated with the primary and specific factors in the same predetermined fashion.,anxiety,depression,1939.0,,1.0,0
"To the correlations from theoretical populations, and also from experimental samples, Thurstone's centroid method of factoring was applied.",mental illness,depression,1939.0,,1.0,0
The resulting centroid co-ordinates were rotated to yield the test vectors.,disregard,depression,1939.0,,1.0,0
These vectors were close approximations to the theoretical and sample correlations.,mental health,depression,1939.0,,1.000000238418579,0
A modification of the method of successive intervals is presented which yields scale values correlating .995 with those from Thurstone's method described by Saffir.,abulia,depression,1940.0,,1.0,0
"Values yielded by the present method can be obtained in 25 per cent of the time required by the older method and are shown to be, on apriori grounds, more reliable as well.",anhedonia,depression,1940.0,,1.0000001192092896,0
"A new approximation method for obtaining a maximized multiple criterion, based on the formula of Edgerton and Kolbe , is presented.",hallucinosis,depression,1940.0,,1.0,0
"By applications to examples from the literature (1,, the new method is evaluated in comparison with the Horst approximation , a suggested revision of the Horst procedure, and the more exact but more laborious iterative method for the principal axis solution of Hotelling.",delusion,depression,1940.0,,1.0,0
An analytic technique for the study of trait variability is presented.,mental illness,depression,1940.0,,1.0,0
"An expression for the average variance from test to test and an expression for the variance of these variances are derived in terms of the number of tests and the intercorrelations between them, and limiting cases are examined.",cognitive state,depression,1940.0,,1.0,0
"The question of the true relationship between the nature of the distribution of test scores in a sample ofN persons and the nature of the distribution ofn traits in a single individual is discussed, and other problems are introduced.",delusion,depression,1940.0,,1.0000001192092896,0
An attempt is made to define and treat analytically the concept of individual freedom in a society.,sorrow,depression,1940.0,,1.0,0
Two possible definitions are briefly discussed.,morale,depression,1940.0,,0.9999998807907104,0
"One takes as a measure of freedom the ratio (w0 w)w0, wherew0 is the maximum amount of work that a person can physically perform per unit time andw is the amount of work which he has actually to perform per unit time in a given society.",elation,depression,1940.0,,1.000000238418579,0
The other definition takes as a measure of freedom that fraction of an individual's time during which he can indulge in any activity of his own choice without interfering with other individuals.,exploitation,depression,1940.0,,1.000000238418579,0
"Expressions are derived by way of illustration, giving the individual freedom in terms of other parameters which characterize the social structure.",fear,depression,1940.0,,1.0000001192092896,0
Ann-rowed correlation matrix may be thought of as an ellipsoid inn-dimensional space with its center at the origin.,agitation,depression,1940.0,,1.0000001192092896,0
The principal components of the matrix are essentially the semi-axes of the ellipsoid.,abulia,depression,1940.0,,1.0000001192092896,0
A direct and simple method of computing the lengths and directions of these semi-axes is presented.,derision,depression,1940.0,,1.0000001192092896,0
"Delinquent boys are compared with non-delinquents with respect to their attitudes towards a series of good and bad social acts, by the use of scales having rational origins of measurement.",downheartedness,depression,1940.0,,1.0,0
"A new technique, essentially an extension of Thurstone's Method of Successive Intervals, is found to give results similar to Horst's Method of Balanced Values.",fugue,depression,1940.0,,1.0000001192092896,0
Significant differences in mean attitude between the two groups are not found.,hypnosis,depression,1940.0,,1.0000001192092896,0
"In continuation of a previous study, somewhat more complex relations are considered for the case of interaction of two classes, of which one organizes the activities of the other.",emotional state,depression,1940.0,,1.000000238418579,0
By way of illustration it is shown how different assumptions concerning the attitudes of the individuals to such an interaction of classes lead to different mathematical expressions.,dissociation,depression,1940.0,,1.0000001192092896,0
"In failing to define the units in which the stimulus is to be measured, the Weber law might seem to make no definite assertion, and indeed, it is shown that any single empirical function, supposed to relate a given stimulus intensity with that intensity which is just noticeably greater, can be put into the Weber form by a suitable change of scale in which the stimulus intensity is to be measured.",abulia,depression,1940.0,,1.0,0
"Nevertheless, it turns out that if different individuals have different Weber functions, when the intensities are measured on a given scale, then it is by no means always possible to transform the scale so that all of the functions can take on the Weber form.",irritation,depression,1940.0,,1.0000001192092896,0
"Some necessary conditions are given for the possibility of such a transformation when there is at hand a finite number of functions, and when the functions depend upon a single parameter the necessary and sufficient condition is easily derived.",delusion,depression,1940.0,,1.0,0
The same discussion leads to a generalization of Thurstone's psychophysical scale and shows that such a scale is always possible.,enchantment,depression,1940.0,,1.0000001192092896,0
"In the application of the analysis of variance to data obtained in educational methods experiments which involve several classes of several schools, one assumption is that of homogeneity in the variances of pupil scores from school to school.",state of mind,depression,1940.0,,0.9999998807907104,0
It is shown that such variances on representative educational achievement tests are heterogeneous.,cognitive state,depression,1940.0,,1.0,0
The effects of this heterogeneity upon theF-tests of significance commonly employed in methods experiments are investigated by comparing the actual distribution ofF values for a large number of experiments involving marked heterogeneity with a theoretical distribution based on the assumption of homogeneity.,agitation,depression,1940.0,,1.000000238418579,0
"Although the findings, which vary somewhat with the type of variance ratio, are not entirely conclusive, they apparently demonstrate that departure from homogeneity does not invalidate the use of the customaryF-tests for evaluating results of the typical methods experiment.",depersonalization,depression,1940.0,,1.0,0
"It is assumed that a battery ofn tests has been resolved into components in a common factor space ofr dimensions and a unique factor space of at mostn dimensions, wherer is much less thann.",nervousness,depression,1940.0,,1.0000001192092896,0
Simplified formulas for ordinary multiple and partial correlation of tests are derived directly in terms of the components.,depersonalization,depression,1940.0,,1.0000001192092896,0
The best (in the sense of least squares) linear regression equations for predicting factor scores from test scores are derived also in terms of the components.,bipolar disorder,depression,1940.0,,1.0,0
Spearman's single factor prediction formulas emerge as special cases.,agitation,depression,1940.0,,1.0000001192092896,0
The last part of the paper shows how the communality is an upper bound for multiple correlation.,morale,depression,1940.0,,1.000000238418579,0
A necessary and sufficient condition is established for the square of the multiple correlation coefficient of testj on the remainingn1 tests to approach the communality of testj as a limit asn increases indefinitely whiler remains constant.,anhedonia,depression,1940.0,,1.0000001192092896,0
Limits are established for partial correlation and regression coefficients and for the prediction of factor scores.,dissociation,depression,1940.0,,0.9999999403953552,0
"It is noted that the average inter-item correlation, which represents the internal consistency of a test, yields a unique estimate of test reliability.",dolefulness,depression,1940.0,,1.0000001192092896,0
A close approximation to this average is given by a formula which requires the correlation of each item with the total score and the standard deviation of each item.,dissociation,depression,1940.0,,1.000000238418579,0
The formula is especially useful in those instances where the number of items is small and where the variation in item sigmas should not be neglected.,heaviness,depression,1940.0,,1.0000001192092896,0
"It is shown that by making the assumption that the knowledge of the test-item and the knowledge of the entire test are both distributed normally, the correlation coefficient between any item and the entire test can be expressed as a function solely of two proportions the percentage of a high-scoring group passing the item and the percentage of a low-scoring group passing the item.",disregard,depression,1940.0,,1.0000001192092896,0
"This function is expressed graphically as a family of curves for each of two conditions where the high-scoring and low-scoring groups are samples of the highest and the lowest quarters respectively, and where they are samples from the upper and lower halves.",nervousness,depression,1940.0,,0.9999998807907104,0
"It is shown, moreover, that two other common measures of item validity, the upper-lower difference and the critical ratio of the upper-lower difference, may be drawn on the same coordinate axes.",nervousness,depression,1940.0,,1.0,0
It is shown that invariance requirements remove the indeterminacy in factor determination and lead to an integration of factorial studies with promise of considerable reduction in computational labor.,depression,depression,1940.0,,0.9999999403953552,0
"The selection of significant primary factors is discussed, with special reference to Thurstone's simple structure criterion.",enchantment,depression,1940.0,,1.000000238418579,0
